year,marca,modelo,pasajeros,descripcion,precio,preciodolar,Combustible:,Cilindrada:,Transmisión:,Estilo:,Color Exterior:,Color Interior:,Placa:,Provincia:
2017,Changan,"BENNI • 5 Pas. Combustible: Gasolina Cilindrada: 1400 cc Transmisión: Manual Estilo: Hatchback Se recibe vehículo de menor valor precio negociable Color Exterior: TERRACOTA Color Interior: GRIS Placa: Termina en 4 Provincia: San José ¢ 4,100,000 ($",Ver,"['BENNI', '•', '5', 'Pas.', 'Combustible:', 'Gasolina', 'Cilindrada:', '1400', 'cc', 'Transmisión:', 'Manual', 'Estilo:', 'Hatchback', 'Se', 'recibe', 'vehículo', 'de', 'menor', 'valor', 'precio', 'negociable', 'Color', 'Exterior:', 'TERRACOTA', 'Color', 'Interior:', 'GRIS', 'Placa:', 'Termina', 'en', '4', 'Provincia:', 'San', 'José', '¢', '4,100,000', '($', '7,664)*', 'Ver', 'Detalles']", 4100000,  7664,Gasolina,1400 cc,Manual,Hatchback,TERRACOTA,GRIS,Termina en 4,San José
2000,Honda,"CRV • 5 Pas. Combustible: Gasolina Cilindrada: 2000 cc Transmisión: Automática Estilo: Todo Terreno 4x2 GANGA EN PERFECTAS CONDICIONES MUY BIEN CUIDADO TODO AL DIA RADIO CAR PLAY APROVECHE Color Exterior: VERDE Color Interior: GRIS Placa: Termina en 5 Provincia: Heredia ¢ 4,150,000 ($",Ver,"['CRV', '•', '5', 'Pas.', 'Combustible:', 'Gasolina', 'Cilindrada:', '2000', 'cc', 'Transmisión:', 'Automática', 'Estilo:', 'Todo', 'Terreno', '4x2', 'GANGA', 'EN', 'PERFECTAS', 'CONDICIONES', 'MUY', 'BIEN', 'CUIDADO', 'TODO', 'AL', 'DIA', 'RADIO', 'CAR', 'PLAY', 'APROVECHE', 'Color', 'Exterior:', 'VERDE', 'Color', 'Interior:', 'GRIS', 'Placa:', 'Termina', 'en', '5', 'Provincia:', 'Heredia', '¢', '4,150,000', '($', '7,757)*', 'Ver', 'Detalles']", 4150000,  7757,Gasolina,2000 cc,Automática,Todo Terreno 4x2,VERDE,GRIS,Termina en 5,Heredia
2002,Suzuki,GRAND VITARA,5,"['GRAND', 'VITARA', '•', '5', 'Pas.']", 4100000,  7664,Gasolina,2500 cc,Automática,Todo Terreno 4x2,GRIS,GRIS,Termina en 6,San José
2006,Audi,A4 TDI,5,"['A4', 'TDI', '•', '5', 'Pas.']", 4100000,  7664,Diesel,2000 cc,Automática,Sedán,PLATEADO,GRIS CLARO,Termina en 2,San José
2009,Mitsubishi,LANCER GLX,5,"['LANCER', 'GLX', '•', '5', 'Pas.']", 4100000,  7664,Gasolina,1600 cc,Manual,Sedán,NEGRO,GRIS,Termina en 4,Cartago
2004,Nissan,XTRAIL,5,"['XTRAIL', '•', '5', 'Pas.']", 4100000,  7664,Gasolina,2400 cc,Manual,Todo Terreno 4x4,CHAMPAGNE,CHAMPAGNE,Termina en 6,Alajuela
2007,Toyota,MATRIX,5,"['MATRIX', '•', '5', 'Pas.']", 4100000,  7664,Gasolina,1800 cc,Automática,Hatchback,BLANCO,GRIS,Termina en 2,Cartago
2008,Suzuki,SX4,5,"['SX4', '•', '5', 'Pas.']", 4100000,  7664,Gasolina,2000 cc,Manual,Todo Terreno 4x4,BLANCO,GRIS,Termina en 2,San José
2002,Nissan,XTERRA,7,"['XTERRA', '•', '7', 'Pas.']", 4100000,  7664,Gasolina,3300 cc,Automática,Todo Terreno 4x2,AMARILLO,NEGRO,Termina en 3,San José
2006,Honda,CIVIC,5,"['CIVIC', '•', '5', 'Pas.']", 4100000,  7664,Gasolina,1800 cc,Automática,Sedán,BLANCO,GRIS,Termina en 7,San José
2012,Fiat,PUNTO EVO,5,"['PUNTO', 'EVO', '•', '5', 'Pas.']", 4100000,  7664,Gasolina,1400 cc,Manual,Hatchback,BLANCO,GRIS,Termina en 9,Alajuela
2010,Hyundai,ELANTRA,5,"['ELANTRA', '•', '5', 'Pas.']", 4100000,  7664,Gasolina,2000 cc,Automática,Sedán,AZUL,GRIS,Termina en 8,Heredia
2012,Fiat,500 LOUNGE,5,"['500', 'LOUNGE', '•', '5', 'Pas.']",$  7715,¢ 4127715,Gasolina,1400 cc,Manual,Hatchback,BLANCO,GRIS,Termina en 0,San José
1996,Toyota,4RUNNER,5,"['4RUNNER', '•', '5', 'Pas.']", 4150000,  7757,Gasolina,2700 cc,Manual,Todo Terreno 4x2,GRIS RATÓN,AZUL OSCURO,Termina en 4,Puntarenas
2001,Nissan,"PATHFINDER • 5 Pas. Combustible: Gasolina Cilindrada: 3300 cc Transmisión: Automática Estilo: Todo Terreno 4x4 COMPRADO EN AGENCIA Color Exterior: GRIS Color Interior: GRIS Placa: Termina en 2 Provincia: San José ¢ 4,150,000 ($",Ver,"['PATHFINDER', '•', '5', 'Pas.', 'Combustible:', 'Gasolina', 'Cilindrada:', '3300', 'cc', 'Transmisión:', 'Automática', 'Estilo:', 'Todo', 'Terreno', '4x4', 'COMPRADO', 'EN', 'AGENCIA', 'Color', 'Exterior:', 'GRIS', 'Color', 'Interior:', 'GRIS', 'Placa:', 'Termina', 'en', '2', 'Provincia:', 'San', 'José', '¢', '4,150,000', '($', '7,757)*', 'Ver', 'Detalles']", 4150000,  7757,Gasolina,3300 cc,Automática,Todo Terreno 4x4,GRIS,GRIS,Termina en 2,San José
2003,Toyota,"ECHO • 5 Pas. Combustible: Gasolina Cilindrada: 1500 cc Transmisión: Automática Estilo: Sedán Esta en excelente estado.. En precio esta incluso el TRASPASO Color Exterior: BLANCO Color Interior: GRIS Placa: Termina en 3 Provincia: Heredia ¢ 4,175,000 ($",Ver,"['ECHO', '•', '5', 'Pas.', 'Combustible:', 'Gasolina', 'Cilindrada:', '1500', 'cc', 'Transmisión:', 'Automática', 'Estilo:', 'Sedán', 'Esta', 'en', 'excelente', 'estado..', 'En', 'precio', 'esta', 'incluso', 'el', 'TRASPASO', 'Color', 'Exterior:', 'BLANCO', 'Color', 'Interior:', 'GRIS', 'Placa:', 'Termina', 'en', '3', 'Provincia:', 'Heredia', '¢', '4,175,000', '($', '7,804)*', 'Ver', 'Detalles']", 4175000,  7804,Gasolina,1500 cc,Automática,Sedán,BLANCO,GRIS,Termina en 3,Heredia
2016,Suzuki,"ALTO • 5 Pas. Combustible: Gasolina Cilindrada: 800 cc Transmisión: Manual Estilo: Hatchback Muy económico un solo dueño. Batería nueva. Color Exterior: GRIS Color Interior: GRIS Placa: Termina en 7 Provincia: San José ¢ 4,200,000 ($",Ver,"['ALTO', '•', '5', 'Pas.', 'Combustible:', 'Gasolina', 'Cilindrada:', '800', 'cc', 'Transmisión:', 'Manual', 'Estilo:', 'Hatchback', 'Muy', 'económico', 'un', 'solo', 'dueño.', 'Batería', 'nueva.', 'Color', 'Exterior:', 'GRIS', 'Color', 'Interior:', 'GRIS', 'Placa:', 'Termina', 'en', '7', 'Provincia:', 'San', 'José', '¢', '4,200,000', '($', '7,850)*', 'Ver', 'Detalles']", 4200000,  7850,Gasolina,800 cc,Manual,Hatchback,GRIS,GRIS,Termina en 7,San José
2001,Suzuki,VITARA,5,"['VITARA', '•', '5', 'Pas.']", 4150000,  7757,Gasolina,2000 cc,Manual,Todo Terreno 4x4,BLANCO,GRIS,Termina en 3,Alajuela
2014,Suzuki,CELERIO,5,"['CELERIO', '•', '5', 'Pas.']", 4150000,  7757,Gasolina,1000 cc,Manual,Sedán,BLANCO,NEGRO,Termina en 3,San José
1992,Mitsubishi,MONTERO,4,"['MONTERO', '•', '4', 'Pas.']", 4150000,  7757,Diesel,2500 cc,Manual,Todo Terreno 4x4,BLANCO A,GRIS,Termina en 9,Alajuela
2015,Nissan,MARCH,5,"['MARCH', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,1600 cc,Manual,Hatchback,BLANCO,NEGRO,Termina en 4,San José
2006,Hyundai,TERRACAN,7,"['TERRACAN', '•', '7', 'Pas.']", 4200000,  7850,Diesel,2900 cc,Automática,Todo Terreno 4x4,GRIS,GRIS,Termina en 1,Heredia
2017,BYD,F0,5,"['F0', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,1000 cc,Manual,Hatchback,NEGRO,NEGRO,Termina en 6,Heredia
2005,Hyundai,TUCSON,5,"['TUCSON', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,2000 cc,Automática,Todo Terreno 4x2,VINO,GRIS,Termina en 6,Limón
2008,Mazda,2,5,"['2', '•', '5', 'Pas.']", 4200000,  7850,Híbrido,1500 cc,Manual,Hatchback,DORADO,NEGRO,Termina en 8,Cartago
2000,Honda,CRV,5,"['CRV', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,2000 cc,Manual,Todo Terreno 4x4,GRIS PLATA,GRIS,Termina en 3,San José
2002,Mitsubishi,MONTERO,5,"['MONTERO', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,3000 cc,Automática,Todo Terreno 4x2,DORADO,CAFE,Termina en 3,Alajuela
2014,Chevrolet,SPARK,5,"['SPARK', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,1000 cc,Manual,Hatchback,AZUL,NEGRO,ND,Heredia
2000,Honda,CRV,5,"['CRV', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,2000 cc,Manual,Todo Terreno 4x4,NEGRO,GRIS,Termina en 9,Guanacaste
2012,Suzuki,CELERIO,5,"['CELERIO', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,1000 cc,Automática,Sedán,AZUL,NEGRO,Termina en 2,Puntarenas
2009,Suzuki,SWIFT,5,"['SWIFT', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,1300 cc,Manual,Hatchback,BLANCO,GRIS OSCURO,Termina en 4,San José
2002,Mitsubishi,MONTERO SPORT,5,"['MONTERO', 'SPORT', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,3000 cc,Automática,Todo Terreno 4x2,NEGRO,GRIS,Termina en 7,Alajuela
2002,Hyundai,STAREX,10,"['STAREX', '•', '10', 'Pas.']", 4200000,  7850,Diesel,2500 cc,Manual,Microbús/Minivan,GRIS,NEGRO,Termina en 3,San José
2000,Chevrolet,TRACKER,5,"['TRACKER', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,2000 cc,Automática,Todo Terreno 4x4,AZUL,GRIS,Termina en 3,San José
1997,Nissan,TERRANO,5,"['TERRANO', '•', '5', 'Pas.']", 4200000,  7850,Diesel,2700 cc,Manual,Todo Terreno 4x4,GRIS,AZUL,Termina en 4,Cartago
2013,Suzuki,CELERIO,5,"['CELERIO', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,1000 cc,Manual,Sedán,BLANCO,GRIS,Termina en 1,San José
2010,Suzuki,SX4,5,"['SX4', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,1600 cc,Manual,Hatchback,GRIS,GRIS,Termina en 9,Cartago
2001,Suzuki,GRAND VITARA,5,"['GRAND', 'VITARA', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,2500 cc,Manual,Todo Terreno 4x4,GRIS,GRIS,Termina en 5,Cartago
2007,Mazda,3,5,"['3', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,2000 cc,Manual,Sedán,NEGRO,NEGRO,Termina en 5,San José
2004,Ford,EXPLORER,7,"['EXPLORER', '•', '7', 'Pas.']", 4200000,  7850,Híbrido,4000 cc,Automática,Todo Terreno 4x4,CHAMPAGNE,BEIGE,Termina en 2,Cartago
2005,Hyundai,SANTA FE,5,"['SANTA', 'FE', '•', '5', 'Pas.']", 4200000,  7850,Diesel,2200 cc,Manual,Todo Terreno 4x2,CELESTE,GRIS,Termina en 5,Alajuela
2000,Nissan,XTERRA,5,"['XTERRA', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,3000 cc,Automática,Todo Terreno 4x4,VERDE,GRIS,Termina en 9,San José
2008,Suzuki,SX4,5,"['SX4', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,2000 cc,Manual,Sedán,AZUL MARINO,GRIS,Termina en 9,Puntarenas
2002,BMW,318I,5,"['318I', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,1995 cc,Automática,Sedán,AZUL,CREMA,Termina en 1,San José
2007,Toyota,"YARIS • 5 Pas. Combustible: Gasolina Cilindrada: 1500 cc Transmisión: Manual Estilo: Hatchback Perfecto estado full manteniemiento todo en orden firma de una vez. Llameme y negociamos Color Exterior: AZUL Color Interior: AZUL Placa: Termina en 9 Provincia: Cartago ¢ 4,200,000 ($",Ver,"['YARIS', '•', '5', 'Pas.', 'Combustible:', 'Gasolina', 'Cilindrada:', '1500', 'cc', 'Transmisión:', 'Manual', 'Estilo:', 'Hatchback', 'Perfecto', 'estado', 'full', 'manteniemiento', 'todo', 'en', 'orden', 'firma', 'de', 'una', 'vez.', 'Llameme', 'y', 'negociamos', 'Color', 'Exterior:', 'AZUL', 'Color', 'Interior:', 'AZUL', 'Placa:', 'Termina', 'en', '9', 'Provincia:', 'Cartago', '¢', '4,200,000', '($', '7,850)*', 'Ver', 'Detalles']", 4200000,  7850,Gasolina,1500 cc,Manual,Hatchback,AZUL,AZUL,Termina en 9,Cartago
2013,Nissan,"VERSA • 5 Pas. Combustible: Gasolina Cilindrada: 1600 cc Transmisión: Automática Estilo: Sedán Muy buenas condiciones detalles de tapiceria por uso motor transmision todo perfecto Color Exterior: GRIS Color Interior: NEGRO Placa: ND Provincia: San José ¢ 4,200,000 ($",Ver,"['VERSA', '•', '5', 'Pas.', 'Combustible:', 'Gasolina', 'Cilindrada:', '1600', 'cc', 'Transmisión:', 'Automática', 'Estilo:', 'Sedán', 'Muy', 'buenas', 'condiciones', 'detalles', 'de', 'tapiceria', 'por', 'uso', 'motor', 'transmision', 'todo', 'perfecto', 'Color', 'Exterior:', 'GRIS', 'Color', 'Interior:', 'NEGRO', 'Placa:', 'ND', 'Provincia:', 'San', 'José', '¢', '4,200,000', '($', '7,850)*', 'Ver', 'Detalles']", 4200000,  7850,Gasolina,1600 cc,Automática,Sedán,GRIS,NEGRO,ND,San José
2001,Suzuki,"GRAND VITARA XL7 • 7 Pas. Combustible: Gasolina Cilindrada: 2700 cc Transmisión: Manual Estilo: Todo Terreno 4x2 Traspaso incluido . Nuevos: distribución fibras delanteras y traseras comp traseros recibo Santa Fe Color Exterior: DORADO Color Interior: GRIS Placa: Termina en 8 Provincia: Alajuela ¢ 4,200,000 ($",Ver,"['GRAND', 'VITARA', 'XL7', '•', '7', 'Pas.', 'Combustible:', 'Gasolina', 'Cilindrada:', '2700', 'cc', 'Transmisión:', 'Manual', 'Estilo:', 'Todo', 'Terreno', '4x2', 'Traspaso', 'incluido', '.', 'Nuevos:', 'distribución', 'fibras', 'delanteras', 'y', 'traseras', 'comp', 'traseros', 'recibo', 'Santa', 'Fe', 'Color', 'Exterior:', 'DORADO', 'Color', 'Interior:', 'GRIS', 'Placa:', 'Termina', 'en', '8', 'Provincia:', 'Alajuela', '¢', '4,200,000', '($', '7,850)*', 'Ver', 'Detalles']", 4200000,  7850,Gasolina,2700 cc,Manual,Todo Terreno 4x2,DORADO,GRIS,Termina en 8,Alajuela
2008,Volkswagen,JETTA,5,"['JETTA', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,2000 cc,Manual,Sedán,DORADO,GRIS OSCURO,Termina en 2,San José
2012,Fiat,PUNTO,5,"['PUNTO', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,1400 cc,Manual,Hatchback,NEGRO,NEGRO,Termina en 4,San José
2014,BYD,F0,5,"['F0', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,1000 cc,Manual,Hatchback,ROJO,NEGRO,Termina en 5,San José
2001,Nissan,FRONTIER,4,"['FRONTIER', '•', '4', 'Pas.']", 4200000,  7850,Gasolina,2400 cc,Automática,Pickup 4x2,CAFE,NEGRO,Termina en 5,San José
2011,Suzuki,SWIFT,5,"['SWIFT', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,1300 cc,Manual,Hatchback,GRIS,GRIS OSCURO,Termina en 2,San José
2009,Hyundai,ACCENT,5,"['ACCENT', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,1400 cc,Manual,Sedán,GRIS,GRIS,Termina en 3,Cartago
2003,Toyota,COROLLA,5,"['COROLLA', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,1800 cc,Automática,Sedán,CHAMPAGNE,BEIGE,Termina en 5,Alajuela
2003,Toyota,YARIS,5,"['YARIS', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,1500 cc,Manual,Sedán,CHAMPAÑE,NEGRO,Termina en 7,Alajuela
2006,Honda,CIVIC,5,"['CIVIC', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,1800 cc,Automática,Sedán,AZUL,GRIS,Termina en 8,San José
2004,Toyota,COROLLA,5,"['COROLLA', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,1800 cc,Manual,Sedán,GRIS,GRIS (ORIGINAL),Termina en 0,San José
2007,Toyota,YARIS,5,"['YARIS', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,1500 cc,Automática,Hatchback,GRIS,GRIS,Termina en 8,San José
2000,Honda,CRV,5,"['CRV', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,2000 cc,Manual,Todo Terreno 4x4,ROJO,GRIA,Termina en 6,Alajuela
2009,Hyundai,I30,5,"['I30', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,1600 cc,Manual,Hatchback,BEIGE,GRIS,Termina en 6,San José
2007,Nissan,TIIDA,5,"['TIIDA', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,1800 cc,Manual,Hatchback,GRIS,GRIS,Termina en 8,Cartago
2006,Nissan,XTRAIL,5,"['XTRAIL', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,2500 cc,Automática,Todo Terreno 4x2,BEIGE,GRIS,Termina en 7,San José
2013,Kia,PICANTO,5,"['PICANTO', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,1250 cc,Manual,Hatchback,BEIGE,NEGRO,Termina en 0,Heredia
2018,Suzuki,ALTO DX,5,"['ALTO', 'DX', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,800 cc,Manual,Hatchback,GRIS,GRIS,Termina en 5,San José
2010,Nissan,TIIDA,4,"['TIIDA', '•', '4', 'Pas.']", 4200000,  7850,Gasolina,1600 cc,Manual,Sedán,GRIS,NEGRO,Termina en 0,San José
2004,Volkswagen,JETTA GLI,5,"['JETTA', 'GLI', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,1800 cc,Manual,Sedán,GRIS,GRIS,Termina en 6,Alajuela
2014,BYD,F0 GLX,5,"['F0', 'GLX', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,1000 cc,Manual,Hatchback,ROJO,NEGRO,Termina en 5,San José
2012,Nissan,VERSA,5,"['VERSA', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,1600 cc,Automática,Sedán,GRIS,NEGRO,Termina en 1,Cartago
2007,Toyota,YARIS,5,"['YARIS', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,1500 cc,Automática,Sedán,NEGRO,CREMA,Termina en 8,San José
2001,Mitsubishi,MONTERO SPORT,5,"['MONTERO', 'SPORT', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,3000 cc,Automática,Todo Terreno 4x2,GRIS,GRIS,Termina en 1,Guanacaste
2003,Mitsubishi,MONTERO SPORT,5,"['MONTERO', 'SPORT', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,3500 cc,Automática,Todo Terreno 4x2,BLANCO,BEIGE,Termina en 8,Guanacaste
1999,Mitsubishi,MONTERO SPORT,5,"['MONTERO', 'SPORT', '•', '5', 'Pas.']", 4200000,  7850,Híbrido,3000 cc,Automática,Todo Terreno 4x2,VERDE,GRIS,Termina en 3,Cartago
2003,Toyota,COROLLA,5,"['COROLLA', '•', '5', 'Pas.']", 4200000,  7850,Gasolina,1800 cc,Manual,Sedán,GRIS,CAFE,Termina en 6,San José
1993,Nissan,PATHFINDER DIESEL ORIGINAL,5,"['PATHFINDER', 'DIESEL', 'ORIGINAL', '•', '5', 'Pas.']", 4250000,  7944,Diesel,2700 cc,Manual,Todo Terreno 4x4,VERDE,BEIZ,Termina en 2,Alajuela
2012,Fiat,"500 • 5 Pas. Combustible: Gasolina Cilindrada: 1250 cc Transmisión: Manual Estilo: Hatchback Carro muy cuidado ideal para ir al trabajo muy económico RECIBO CARRO AUTOMATICO Color Exterior: AMARILLO Color Interior: NEGRO Placa: Termina en 8 Provincia: San José ¢ 4,250,000 ($",Ver,"['500', '•', '5', 'Pas.', 'Combustible:', 'Gasolina', 'Cilindrada:', '1250', 'cc', 'Transmisión:', 'Manual', 'Estilo:', 'Hatchback', 'Carro', 'muy', 'cuidado', 'ideal', 'para', 'ir', 'al', 'trabajo', 'muy', 'económico', 'RECIBO', 'CARRO', 'AUTOMATICO', 'Color', 'Exterior:', 'AMARILLO', 'Color', 'Interior:', 'NEGRO', 'Placa:', 'Termina', 'en', '8', 'Provincia:', 'San', 'José', '¢', '4,250,000', '($', '7,944)*', 'Ver', 'Detalles']", 4250000,  7944,Gasolina,1250 cc,Manual,Hatchback,AMARILLO,NEGRO,Termina en 8,San José
2010,Suzuki,"SX4 • 5 Pas. Combustible: Gasolina Cilindrada: 1600 cc Transmisión: Manual Estilo: Hatchback Se recibe vehículo de menor valor precio negociable Color Exterior: AZUL Color Interior: GRIS Placa: Termina en 5 Provincia: San José ¢ 4,275,000 ($",Ver,"['SX4', '•', '5', 'Pas.', 'Combustible:', 'Gasolina', 'Cilindrada:', '1600', 'cc', 'Transmisión:', 'Manual', 'Estilo:', 'Hatchback', 'Se', 'recibe', 'vehículo', 'de', 'menor', 'valor', 'precio', 'negociable', 'Color', 'Exterior:', 'AZUL', 'Color', 'Interior:', 'GRIS', 'Placa:', 'Termina', 'en', '5', 'Provincia:', 'San', 'José', '¢', '4,275,000', '($', '7,991)*', 'Ver', 'Detalles']", 4275000,  7991,Gasolina,1600 cc,Manual,Hatchback,AZUL,GRIS,Termina en 5,San José
2011,Hyundai,I10,5,"['I10', '•', '5', 'Pas.']", 4250000,  7944,Gasolina,1200 cc,Manual,Hatchback,CELESTE,NEGRO,Termina en 6,San José
2005,Hyundai,STAREX,10,"['STAREX', '•', '10', 'Pas.']", 4250000,  7944,Diesel,2500 cc,Manual,Microbús/Minivan,GRIS,GRIS,Termina en 8,Alajuela
2008,Nissan,MURANO,5,"['MURANO', '•', '5', 'Pas.']", 4250000,  7944,Gasolina,3500 cc,Automática,Todo Terreno 4x4,NEGRO,NEGRO,Termina en 3,Cartago
1998,Mitsubishi,MONTERO,7,"['MONTERO', '•', '7', 'Pas.']", 4250000,  7944,Gasolina,3500 cc,Automática,Todo Terreno 4x4,BLANCO,GRIS,Termina en 7,Puntarenas
2001,Mitsubishi,MONTERO SPORT,5,"['MONTERO', 'SPORT', '•', '5', 'Pas.']", 4250000,  7944,Gasolina,3000 cc,Automática,Todo Terreno 4x2,BLANCO,GRIS,Termina en 1,Heredia
2001,Nissan,FRONTIER,4,"['FRONTIER', '•', '4', 'Pas.']", 4250000,  7944,Gasolina,2400 cc,Manual,Pickup 4x2,GRIS ARENA,GRIS,Termina en 5,San José
2004,Suzuki,JIMNY,4,"['JIMNY', '•', '4', 'Pas.']", 4250000,  7944,Gasolina,1300 cc,Manual,Todo Terreno 4x4,GRIS,GRIS,Termina en 2,Cartago
2011,Kia,SOUL,5,"['SOUL', '•', '5', 'Pas.']", 4250000,  7944,Híbrido,1600 cc,Manual,Todo Terreno 4x2,NEGRO,NEGRO CON ROJO,Termina en 5,San José
2012,Suzuki,SX4,5,"['SX4', '•', '5', 'Pas.']", 4250000,  7944,Gasolina,2000 cc,Automática,Todo Terreno 4x2,BLANCO,NEGRO,Termina en 0,San José
1977,Jeep,CJ5,4,"['CJ5', '•', '4', 'Pas.']", 4250000,  7944,Gasolina,3800 cc,Manual,Todo Terreno 4x4,AZUL,AZUL,ND,San José
2008,Subaru,LEGACY,5,"['LEGACY', '•', '5', 'Pas.']", 4250000,  7944,Gasolina,2000 cc,Manual,Sedán,GRIS,GRIS,Termina en 3,San José
2014,Fiat,PUNTO EVO,5,"['PUNTO', 'EVO', '•', '5', 'Pas.']", 4250000,  7944,Gasolina,1400 cc,Manual,Hatchback,NEGRO,GRIS,Termina en 4,San José
2008,Volkswagen,JETTA,5,"['JETTA', '•', '5', 'Pas.']", 4265000,  7972,Gasolina,2000 cc,Manual,Sedán,DORADO,NEGRO,Termina en 1,San José
2003,Toyota,ECHO,5,"['ECHO', '•', '5', 'Pas.']", 4275000,  7991,Gasolina,1500 cc,Automática,Sedán,BLANCO,GRIS,ND,Heredia
2007,Toyota,YARIS,5,"['YARIS', '•', '5', 'Pas.']", 4285000,  8009,Gasolina,1500 cc,Manual,Sedán,ROJO,NEGRO,Termina en 1,San José
2014,Fiat,GRAND SIENA,5,"['GRAND', 'SIENA', '•', '5', 'Pas.']",$  8028,¢ 4295000,Gasolina,1368 cc,Manual,Sedán,NEGRO,NEGRO,Termina en 4,San José
2002,Mercedes Benz,CLK320 AVANTGARDE,4,"['Benz', 'CLK320', 'AVANTGARDE', '•', '4', 'Pas.']", 4300000,  8037,Gasolina,3200 cc,Automática,Sedán,AZUL,GRIS,Termina en 2,Cartago
2003,Hyundai,GRACE,10,"['GRACE', '•', '10', 'Pas.']", 4300000,  8037,Diesel,2500 cc,Manual,Microbús/Minivan,GRIS PLATA,NEGRO,Termina en 2,San José
2002,Hyundai,SANTA FE,7,"['SANTA', 'FE', '•', '7', 'Pas.']", 4300000,  8037,Diesel,2200 cc,Manual,Todo Terreno 4x2,NEGRO,GRIS,Termina en 1,Alajuela
2006,Nissan,XTRAIL,5,"['XTRAIL', '•', '5', 'Pas.']", 4300000,  8037,Gasolina,2500 cc,Manual,Todo Terreno 4x4,DORADO,CAFÉ,Termina en 0,San José
2012,Chevrolet,CRUZE SPORT,5,"['CRUZE', 'SPORT', '•', '5', 'Pas.']", 4300000,  8037,Gasolina,1800 cc,Manual,Sedán,BLANCO,NEGRO,Termina en 3,Heredia
2002,Suzuki,GRAND VITARA,5,"['GRAND', 'VITARA', '•', '5', 'Pas.']", 4300000,  8037,Gasolina,2000 cc,Automática,Todo Terreno 4x2,BLANCO,GRIS,Termina en 8,Puntarenas
2002,Suzuki,GRAND VITARA,5,"['GRAND', 'VITARA', '•', '5', 'Pas.']", 4300000,  8037,Gasolina,2500 cc,Automática,Todo Terreno 4x4,GRIS,GRIS,Termina en 7,Cartago
2005,Toyota,COROLLA,5,"['COROLLA', '•', '5', 'Pas.']", 4300000,  8037,Gasolina,1800 cc,Automática,Sedán,AZUL,NEGRO,ND,Alajuela
2017,Faw,OLEY,5,"['OLEY', '•', '5', 'Pas.']", 4300000,  8037,Híbrido,1500 cc,Manual,Sedán,ROJO,NEGRO,Termina en 0,San José
2001,Toyota,RAV4,5,"['RAV4', '•', '5', 'Pas.']", 4300000,  8037,Gasolina,2000 cc,Manual,Todo Terreno 4x2,GRIS,NEGRO,Termina en 9,San José
2016,Chevrolet,SONIC,5,"['SONIC', '•', '5', 'Pas.']", 4300000,  8037,Gasolina,16000 cc,Manual,Hatchback,BLANCO,BEIGE/NEGRO,Termina en 9,San José
2006,Toyota,YARIS ADVANCE,5,"['YARIS', 'ADVANCE', '•', '5', 'Pas.']", 4300000,  8037,Gasolina,1500 cc,Manual,Sedán,NEGRO,GRIS,Termina en 7,San José
